# Sales Data for Q1 2025
Date: 2025-01-13 | ProductID: P760 | Quantity: 14 | TotalSales: $631.60
Date: 2025-02-15 | ProductID: P253 | Quantity: 60 | TotalSales: $611.22
Date: 2025-03-10 | ProductID: P207 | Quantity: 74 | TotalSales: $2113.82
Date: 2025-02-27 | ProductID: P489 | Quantity: 11 | TotalSales: $156.02
Date: 2025-02-16 | ProductID: P312 | Quantity: 62 | TotalSales: $1103.27
Date: 2025-03-13 | ProductID: P396 | Quantity: 14 | TotalSales: $485.11
Date: 2025-01-27 | ProductID: P954 | Quantity: 4 | TotalSales: $110.92
Date: 2025-03-04 | ProductID: P412 | Quantity: 2 | TotalSales: $68.32
Date: 2025-01-03 | ProductID: P439 | Quantity: 10 | TotalSales: $360.68
Date: 2025-02-05 | ProductID: P397 | Quantity: 26 | TotalSales: $482.18
Date: 2025-01-28 | ProductID: P346 | Quantity: 70 | TotalSales: $1374.90
Date: 2025-03-13 | ProductID: P150 | Quantity: 26 | TotalSales: $602.95
Date: 2025-01-16 | ProductID: P500 | Quantity: 62 | TotalSales: $1712.34
Date: 2025-03-07 | ProductID: P386 | Quantity: 46 | TotalSales: $712.17
Date: 2025-01-20 | ProductID: P680 | Quantity: 43 | TotalSales: $1929.64
Date: 2025-01-09 | ProductID: P896 | Quantity: 35 | TotalSales: $553.86
Date: 2025-03-17 | ProductID: P865 | Quantity: 24 | TotalSales: $1004.83
Date: 2025-02-02 | ProductID: P648 | Quantity: 21 | TotalSales: $666.70
Date: 2025-03-02 | ProductID: P698 | Quantity: 44 | TotalSales: $1149.04
Date: 2025-03-01 | ProductID: P879 | Quantity: 14 | TotalSales: $354.81
Date: 2025-01-21 | ProductID: P641 | Quantity: 30 | TotalSales: $584.55
Date: 2025-03-21 | ProductID: P154 | Quantity: 60 | TotalSales: $2407.87
Date: 2025-01-30 | ProductID: P934 | Quantity: 26 | TotalSales: $745.90
Date: 2025-01-09 | ProductID: P185 | Quantity: 72 | TotalSales: $3344.45
Date: 2025-01-27 | ProductID: P285 | Quantity: 61 | TotalSales: $685.38
Date: 2025-01-29 | ProductID: P266 | Quantity: 69 | TotalSales: $3054.76
Date: 2025-01-05 | ProductID: P796 | Quantity: 35 | TotalSales: $467.21
Date: 2025-01-15 | ProductID: P512 | Quantity: 25 | TotalSales: $287.79
Date: 2025-03-10 | ProductID: P135 | Quantity: 81 | TotalSales: $1828.08
Date: 2025-02-09 | ProductID: P333 | Quantity: 76 | TotalSales: $1819.89
Date: 2025-02-24 | ProductID: P921 | Quantity: 88 | TotalSales: $2784.34
Date: 2025-03-03 | ProductID: P635 | Quantity: 43 | TotalSales: $2034.92
Date: 2025-03-21 | ProductID: P245 | Quantity: 45 | TotalSales: $1994.03
Date: 2025-02-24 | ProductID: P399 | Quantity: 90 | TotalSales: $3687.08
Date: 2025-02-08 | ProductID: P360 | Quantity: 29 | TotalSales: $344.83
Date: 2025-01-08 | ProductID: P924 | Quantity: 42 | TotalSales: $1260.55
Date: 2025-01-04 | ProductID: P280 | Quantity: 61 | TotalSales: $1145.12
Date: 2025-01-10 | ProductID: P833 | Quantity: 74 | TotalSales: $3694.07
Date: 2025-03-29 | ProductID: P646 | Quantity: 96 | TotalSales: $4478.87
Date: 2025-01-29 | ProductID: P172 | Quantity: 16 | TotalSales: $547.85
Date: 2025-03-07 | ProductID: P909 | Quantity: 19 | TotalSales: $420.13
Date: 2025-03-03 | ProductID: P898 | Quantity: 68 | TotalSales: $3330.17
Date: 2025-01-02 | ProductID: P884 | Quantity: 53 | TotalSales: $1817.91
Date: 2025-03-01 | ProductID: P614 | Quantity: 57 | TotalSales: $2384.63
Date: 2025-02-07 | ProductID: P387 | Quantity: 40 | TotalSales: $1270.97
Date: 2025-01-27 | ProductID: P335 | Quantity: 58 | TotalSales: $1246.84
Date: 2025-03-04 | ProductID: P777 | Quantity: 41 | TotalSales: $1786.99
Date: 2025-03-31 | ProductID: P628 | Quantity: 61 | TotalSales: $1655.29
Date: 2025-03-05 | ProductID: P427 | Quantity: 52 | TotalSales: $1355.34
Date: 2025-01-11 | ProductID: P507 | Quantity: 94 | TotalSales: $2268.98
Date: 2025-02-01 | ProductID: P844 | Quantity: 93 | TotalSales: $1839.63
Date: 2025-03-14 | ProductID: P806 | Quantity: 90 | TotalSales: $2528.46
Date: 2025-02-04 | ProductID: P119 | Quantity: 12 | TotalSales: $574.25
Date: 2025-01-05 | ProductID: P139 | Quantity: 98 | TotalSales: $4652.11
Date: 2025-02-27 | ProductID: P315 | Quantity: 97 | TotalSales: $2749.66
Date: 2025-01-03 | ProductID: P789 | Quantity: 63 | TotalSales: $1117.97
Date: 2025-03-02 | ProductID: P474 | Quantity: 22 | TotalSales: $427.88
Date: 2025-03-09 | ProductID: P447 | Quantity: 46 | TotalSales: $1474.11
Date: 2025-01-31 | ProductID: P318 | Quantity: 19 | TotalSales: $944.83
Date: 2025-01-29 | ProductID: P585 | Quantity: 3 | TotalSales: $113.56
Date: 2025-01-04 | ProductID: P519 | Quantity: 70 | TotalSales: $2187.07
Date: 2025-03-18 | ProductID: P287 | Quantity: 80 | TotalSales: $3104.81
Date: 2025-01-20 | ProductID: P400 | Quantity: 99 | TotalSales: $1322.74
Date: 2025-03-15 | ProductID: P765 | Quantity: 94 | TotalSales: $3931.76
Date: 2025-02-28 | ProductID: P538 | Quantity: 86 | TotalSales: $2461.48
Date: 2025-01-07 | ProductID: P940 | Quantity: 58 | TotalSales: $950.84
Date: 2025-03-09 | ProductID: P950 | Quantity: 15 | TotalSales: $239.71
Date: 2025-02-19 | ProductID: P130 | Quantity: 74 | TotalSales: $3321.73
Date: 2025-01-25 | ProductID: P498 | Quantity: 27 | TotalSales: $368.26
Date: 2025-03-25 | ProductID: P320 | Quantity: 91 | TotalSales: $3957.13
Date: 2025-02-07 | ProductID: P709 | Quantity: 6 | TotalSales: $89.96
Date: 2025-02-04 | ProductID: P506 | Quantity: 39 | TotalSales: $1781.52
Date: 2025-02-07 | ProductID: P952 | Quantity: 18 | TotalSales: $624.44
Date: 2025-02-15 | ProductID: P318 | Quantity: 35 | TotalSales: $355.00
Date: 2025-03-21 | ProductID: P636 | Quantity: 13 | TotalSales: $328.09
Date: 2025-03-26 | ProductID: P145 | Quantity: 70 | TotalSales: $2714.93
Date: 2025-02-28 | ProductID: P535 | Quantity: 50 | TotalSales: $1400.96
Date: 2025-02-05 | ProductID: P678 | Quantity: 54 | TotalSales: $859.49
Date: 2025-01-26 | ProductID: P770 | Quantity: 21 | TotalSales: $880.14
Date: 2025-01-28 | ProductID: P532 | Quantity: 55 | TotalSales: $873.41
Date: 2025-02-20 | ProductID: P814 | Quantity: 71 | TotalSales: $1156.21
Date: 2025-01-28 | ProductID: P743 | Quantity: 37 | TotalSales: $1624.36
Date: 2025-03-01 | ProductID: P645 | Quantity: 13 | TotalSales: $242.32
Date: 2025-03-22 | ProductID: P986 | Quantity: 13 | TotalSales: $473.64
Date: 2025-01-05 | ProductID: P604 | Quantity: 39 | TotalSales: $1897.86
Date: 2025-03-24 | ProductID: P420 | Quantity: 55 | TotalSales: $841.38
Date: 2025-02-01 | ProductID: P780 | Quantity: 58 | TotalSales: $876.80
Date: 2025-02-21 | ProductID: P792 | Quantity: 23 | TotalSales: $718.91
Date: 2025-01-03 | ProductID: P589 | Quantity: 70 | TotalSales: $3188.55
Date: 2025-03-25 | ProductID: P854 | Quantity: 51 | TotalSales: $707.30
Date: 2025-01-03 | ProductID: P828 | Quantity: 58 | TotalSales: $989.89
Date: 2025-03-02 | ProductID: P282 | Quantity: 63 | TotalSales: $2378.47
Date: 2025-02-16 | ProductID: P974 | Quantity: 5 | TotalSales: $82.03
Date: 2025-02-19 | ProductID: P492 | Quantity: 78 | TotalSales: $1874.16
Date: 2025-03-31 | ProductID: P897 | Quantity: 57 | TotalSales: $1762.60
Date: 2025-01-05 | ProductID: P821 | Quantity: 25 | TotalSales: $272.08
Date: 2025-03-25 | ProductID: P278 | Quantity: 59 | TotalSales: $2900.39
Date: 2025-02-20 | ProductID: P301 | Quantity: 96 | TotalSales: $3000.27
Date: 2025-03-27 | ProductID: P405 | Quantity: 2 | TotalSales: $53.92
Date: 2025-03-09 | ProductID: P257 | Quantity: 13 | TotalSales: $445.91
Date: 2025-01-20 | ProductID: P524 | Quantity: 17 | TotalSales: $730.32
Date: 2025-01-24 | ProductID: P105 | Quantity: 79 | TotalSales: $2571.44
Date: 2025-03-28 | ProductID: P728 | Quantity: 76 | TotalSales: $3104.65
Date: 2025-01-09 | ProductID: P314 | Quantity: 64 | TotalSales: $1443.51
Date: 2025-03-15 | ProductID: P912 | Quantity: 5 | TotalSales: $143.31
Date: 2025-01-16 | ProductID: P990 | Quantity: 93 | TotalSales: $3228.63
Date: 2025-03-05 | ProductID: P374 | Quantity: 12 | TotalSales: $345.30
Date: 2025-03-17 | ProductID: P682 | Quantity: 78 | TotalSales: $1108.17
Date: 2025-01-31 | ProductID: P654 | Quantity: 91 | TotalSales: $1715.57
Date: 2025-02-09 | ProductID: P869 | Quantity: 5 | TotalSales: $179.13
Date: 2025-01-31 | ProductID: P715 | Quantity: 52 | TotalSales: $1963.96
Date: 2025-01-03 | ProductID: P906 | Quantity: 14 | TotalSales: $151.03
Date: 2025-03-25 | ProductID: P840 | Quantity: 54 | TotalSales: $1677.54
Date: 2025-02-17 | ProductID: P898 | Quantity: 22 | TotalSales: $435.66
Date: 2025-01-27 | ProductID: P402 | Quantity: 27 | TotalSales: $1110.49
Date: 2025-02-06 | ProductID: P624 | Quantity: 34 | TotalSales: $1427.07
Date: 2025-01-02 | ProductID: P518 | Quantity: 57 | TotalSales: $2216.56
Date: 2025-01-15 | ProductID: P450 | Quantity: 3 | TotalSales: $41.08
Date: 2025-03-19 | ProductID: P845 | Quantity: 58 | TotalSales: $1549.92
Date: 2025-02-06 | ProductID: P663 | Quantity: 99 | TotalSales: $3725.50
Date: 2025-03-30 | ProductID: P390 | Quantity: 37 | TotalSales: $774.95
Date: 2025-01-14 | ProductID: P533 | Quantity: 97 | TotalSales: $4481.20
Date: 2025-02-13 | ProductID: P491 | Quantity: 32 | TotalSales: $1509.44
Date: 2025-01-27 | ProductID: P491 | Quantity: 68 | TotalSales: $3138.35
Date: 2025-02-11 | ProductID: P718 | Quantity: 63 | TotalSales: $645.20
Date: 2025-01-07 | ProductID: P265 | Quantity: 84 | TotalSales: $3893.96
Date: 2025-01-04 | ProductID: P352 | Quantity: 83 | TotalSales: $3440.14
Date: 2025-03-30 | ProductID: P771 | Quantity: 55 | TotalSales: $1788.68
Date: 2025-02-09 | ProductID: P535 | Quantity: 16 | TotalSales: $791.20
Date: 2025-01-24 | ProductID: P826 | Quantity: 64 | TotalSales: $2659.85
Date: 2025-02-26 | ProductID: P461 | Quantity: 70 | TotalSales: $2933.93
Date: 2025-03-14 | ProductID: P404 | Quantity: 42 | TotalSales: $1761.98
Date: 2025-03-18 | ProductID: P582 | Quantity: 15 | TotalSales: $439.14
Date: 2025-01-02 | ProductID: P329 | Quantity: 92 | TotalSales: $1398.34
Date: 2025-03-17 | ProductID: P966 | Quantity: 54 | TotalSales: $2094.02
Date: 2025-02-10 | ProductID: P787 | Quantity: 67 | TotalSales: $2456.02
Date: 2025-02-18 | ProductID: P855 | Quantity: 60 | TotalSales: $910.24
Date: 2025-01-03 | ProductID: P273 | Quantity: 97 | TotalSales: $2346.81
Date: 2025-01-13 | ProductID: P704 | Quantity: 71 | TotalSales: $3298.88
Date: 2025-01-25 | ProductID: P562 | Quantity: 69 | TotalSales: $1576.18
Date: 2025-01-08 | ProductID: P352 | Quantity: 90 | TotalSales: $1793.63
Date: 2025-02-27 | ProductID: P236 | Quantity: 32 | TotalSales: $738.67
Date: 2025-02-10 | ProductID: P857 | Quantity: 26 | TotalSales: $1100.70
Date: 2025-01-01 | ProductID: P165 | Quantity: 64 | TotalSales: $1084.81
Date: 2025-03-30 | ProductID: P760 | Quantity: 34 | TotalSales: $555.93
Date: 2025-01-08 | ProductID: P891 | Quantity: 16 | TotalSales: $600.37
Date: 2025-01-16 | ProductID: P117 | Quantity: 73 | TotalSales: $1750.78
Date: 2025-02-16 | ProductID: P816 | Quantity: 30 | TotalSales: $681.74
Date: 2025-02-23 | ProductID: P590 | Quantity: 22 | TotalSales: $358.92
Date: 2025-01-06 | ProductID: P453 | Quantity: 80 | TotalSales: $910.92
Date: 2025-02-18 | ProductID: P706 | Quantity: 92 | TotalSales: $2264.46
Date: 2025-03-14 | ProductID: P362 | Quantity: 40 | TotalSales: $433.95
Date: 2025-02-21 | ProductID: P931 | Quantity: 96 | TotalSales: $4776.26
Date: 2025-03-19 | ProductID: P910 | Quantity: 85 | TotalSales: $3366.16
Date: 2025-01-10 | ProductID: P703 | Quantity: 90 | TotalSales: $4101.93
Date: 2025-02-23 | ProductID: P124 | Quantity: 38 | TotalSales: $1122.29
Date: 2025-02-03 | ProductID: P560 | Quantity: 39 | TotalSales: $1443.40
Date: 2025-01-26 | ProductID: P179 | Quantity: 89 | TotalSales: $1119.60
Date: 2025-03-10 | ProductID: P208 | Quantity: 74 | TotalSales: $2527.30
Date: 2025-03-08 | ProductID: P694 | Quantity: 33 | TotalSales: $538.20
Date: 2025-01-30 | ProductID: P169 | Quantity: 32 | TotalSales: $1055.92
Date: 2025-03-01 | ProductID: P850 | Quantity: 72 | TotalSales: $1600.41
Date: 2025-03-25 | ProductID: P811 | Quantity: 38 | TotalSales: $1777.85
Date: 2025-01-02 | ProductID: P181 | Quantity: 46 | TotalSales: $739.07
Date: 2025-02-11 | ProductID: P369 | Quantity: 75 | TotalSales: $2728.87
Date: 2025-01-22 | ProductID: P658 | Quantity: 35 | TotalSales: $1334.19
Date: 2025-03-10 | ProductID: P408 | Quantity: 67 | TotalSales: $1119.63
Date: 2025-03-21 | ProductID: P439 | Quantity: 32 | TotalSales: $389.39
Date: 2025-03-21 | ProductID: P494 | Quantity: 59 | TotalSales: $2821.11
Date: 2025-03-09 | ProductID: P463 | Quantity: 64 | TotalSales: $1155.67
Date: 2025-02-23 | ProductID: P492 | Quantity: 11 | TotalSales: $467.46
Date: 2025-03-09 | ProductID: P414 | Quantity: 29 | TotalSales: $571.91
Date: 2025-02-03 | ProductID: P719 | Quantity: 82 | TotalSales: $1410.14
Date: 2025-03-30 | ProductID: P441 | Quantity: 8 | TotalSales: $268.03
Date: 2025-03-31 | ProductID: P140 | Quantity: 97 | TotalSales: $4803.35
Date: 2025-02-06 | ProductID: P141 | Quantity: 5 | TotalSales: $135.05
Date: 2025-02-26 | ProductID: P178 | Quantity: 79 | TotalSales: $1476.27
Date: 2025-01-01 | ProductID: P522 | Quantity: 43 | TotalSales: $1089.56
Date: 2025-03-13 | ProductID: P907 | Quantity: 13 | TotalSales: $633.18
Date: 2025-02-09 | ProductID: P344 | Quantity: 12 | TotalSales: $437.07
Date: 2025-03-26 | ProductID: P895 | Quantity: 97 | TotalSales: $1151.61
Date: 2025-02-17 | ProductID: P634 | Quantity: 41 | TotalSales: $1472.56
Date: 2025-03-08 | ProductID: P556 | Quantity: 10 | TotalSales: $440.09
Date: 2025-02-06 | ProductID: P738 | Quantity: 32 | TotalSales: $1055.30
Date: 2025-02-19 | ProductID: P453 | Quantity: 59 | TotalSales: $1102.90
Date: 2025-02-11 | ProductID: P639 | Quantity: 96 | TotalSales: $1810.40
Date: 2025-01-03 | ProductID: P378 | Quantity: 73 | TotalSales: $1639.70
Date: 2025-03-04 | ProductID: P884 | Quantity: 40 | TotalSales: $590.19
Date: 2025-03-16 | ProductID: P567 | Quantity: 2 | TotalSales: $30.69
Date: 2025-01-26 | ProductID: P369 | Quantity: 80 | TotalSales: $3626.72
Date: 2025-03-21 | ProductID: P360 | Quantity: 83 | TotalSales: $2627.24
Date: 2025-02-13 | ProductID: P529 | Quantity: 93 | TotalSales: $3839.57
Date: 2025-03-24 | ProductID: P426 | Quantity: 28 | TotalSales: $985.14
Date: 2025-03-16 | ProductID: P936 | Quantity: 9 | TotalSales: $250.78
Date: 2025-02-21 | ProductID: P802 | Quantity: 30 | TotalSales: $948.26
Date: 2025-01-11 | ProductID: P403 | Quantity: 23 | TotalSales: $737.23
Date: 2025-02-14 | ProductID: P880 | Quantity: 46 | TotalSales: $2124.80
Date: 2025-01-05 | ProductID: P945 | Quantity: 36 | TotalSales: $1028.92
Date: 2025-02-14 | ProductID: P350 | Quantity: 56 | TotalSales: $785.71
Date: 2025-01-31 | ProductID: P645 | Quantity: 51 | TotalSales: $1140.91
Date: 2025-02-26 | ProductID: P706 | Quantity: 48 | TotalSales: $1289.84
Date: 2025-02-09 | ProductID: P342 | Quantity: 49 | TotalSales: $916.83
Date: 2025-02-15 | ProductID: P391 | Quantity: 16 | TotalSales: $528.47
Date: 2025-03-28 | ProductID: P700 | Quantity: 72 | TotalSales: $979.56
Date: 2025-03-30 | ProductID: P189 | Quantity: 79 | TotalSales: $1358.33
Date: 2025-03-20 | ProductID: P587 | Quantity: 57 | TotalSales: $1047.30
Date: 2025-03-10 | ProductID: P716 | Quantity: 54 | TotalSales: $1132.02
Date: 2025-02-25 | ProductID: P760 | Quantity: 18 | TotalSales: $205.16
Date: 2025-02-12 | ProductID: P428 | Quantity: 99 | TotalSales: $2983.85
Date: 2025-03-23 | ProductID: P741 | Quantity: 91 | TotalSales: $3908.92
Date: 2025-03-02 | ProductID: P856 | Quantity: 92 | TotalSales: $1585.36
Date: 2025-01-18 | ProductID: P803 | Quantity: 52 | TotalSales: $1448.81
Date: 2025-03-02 | ProductID: P668 | Quantity: 42 | TotalSales: $747.78
Date: 2025-03-23 | ProductID: P811 | Quantity: 33 | TotalSales: $1191.16
Date: 2025-03-14 | ProductID: P391 | Quantity: 96 | TotalSales: $2248.55
Date: 2025-03-17 | ProductID: P485 | Quantity: 75 | TotalSales: $2016.74
Date: 2025-01-29 | ProductID: P806 | Quantity: 98 | TotalSales: $3264.92
Date: 2025-02-15 | ProductID: P310 | Quantity: 25 | TotalSales: $460.44
Date: 2025-02-23 | ProductID: P425 | Quantity: 100 | TotalSales: $2881.73
Date: 2025-02-02 | ProductID: P402 | Quantity: 29 | TotalSales: $1407.29
Date: 2025-01-21 | ProductID: P798 | Quantity: 3 | TotalSales: $100.11
Date: 2025-02-17 | ProductID: P460 | Quantity: 67 | TotalSales: $2925.85
Date: 2025-01-19 | ProductID: P650 | Quantity: 13 | TotalSales: $569.13
Date: 2025-01-23 | ProductID: P941 | Quantity: 83 | TotalSales: $2501.94
Date: 2025-02-07 | ProductID: P115 | Quantity: 84 | TotalSales: $1433.15
Date: 2025-02-21 | ProductID: P461 | Quantity: 74 | TotalSales: $2174.93
Date: 2025-02-20 | ProductID: P959 | Quantity: 32 | TotalSales: $862.64
Date: 2025-01-03 | ProductID: P161 | Quantity: 19 | TotalSales: $464.45
Date: 2025-02-08 | ProductID: P206 | Quantity: 95 | TotalSales: $3542.48
Date: 2025-01-24 | ProductID: P365 | Quantity: 28 | TotalSales: $1270.92
Date: 2025-02-06 | ProductID: P902 | Quantity: 99 | TotalSales: $1524.29
Date: 2025-02-27 | ProductID: P414 | Quantity: 19 | TotalSales: $515.51
Date: 2025-03-31 | ProductID: P843 | Quantity: 9 | TotalSales: $150.19
Date: 2025-01-15 | ProductID: P999 | Quantity: 75 | TotalSales: $3021.60
Date: 2025-02-01 | ProductID: P397 | Quantity: 82 | TotalSales: $1545.49
Date: 2025-03-28 | ProductID: P633 | Quantity: 48 | TotalSales: $1928.49
Date: 2025-02-18 | ProductID: P393 | Quantity: 33 | TotalSales: $759.27
Date: 2025-01-16 | ProductID: P890 | Quantity: 62 | TotalSales: $694.77
Date: 2025-01-16 | ProductID: P339 | Quantity: 3 | TotalSales: $139.04
Date: 2025-01-10 | ProductID: P364 | Quantity: 12 | TotalSales: $250.76
Date: 2025-01-18 | ProductID: P223 | Quantity: 25 | TotalSales: $346.08
Date: 2025-03-26 | ProductID: P502 | Quantity: 29 | TotalSales: $835.33
Date: 2025-01-11 | ProductID: P965 | Quantity: 98 | TotalSales: $1695.15
Date: 2025-02-24 | ProductID: P745 | Quantity: 94 | TotalSales: $2379.12
Date: 2025-01-14 | ProductID: P336 | Quantity: 62 | TotalSales: $1435.48
Date: 2025-02-08 | ProductID: P400 | Quantity: 26 | TotalSales: $1285.50
Date: 2025-01-04 | ProductID: P222 | Quantity: 63 | TotalSales: $2625.85
Date: 2025-02-27 | ProductID: P497 | Quantity: 77 | TotalSales: $1724.59
Date: 2025-01-16 | ProductID: P520 | Quantity: 33 | TotalSales: $684.60
Date: 2025-03-01 | ProductID: P751 | Quantity: 80 | TotalSales: $3546.41
Date: 2025-02-22 | ProductID: P781 | Quantity: 54 | TotalSales: $2525.79
Date: 2025-02-01 | ProductID: P422 | Quantity: 24 | TotalSales: $775.18
Date: 2025-02-16 | ProductID: P171 | Quantity: 64 | TotalSales: $2484.85
Date: 2025-01-10 | ProductID: P577 | Quantity: 60 | TotalSales: $2950.62
Date: 2025-01-31 | ProductID: P299 | Quantity: 43 | TotalSales: $1813.05
Date: 2025-01-18 | ProductID: P225 | Quantity: 68 | TotalSales: $2750.14
Date: 2025-02-27 | ProductID: P879 | Quantity: 84 | TotalSales: $1163.90
Date: 2025-03-27 | ProductID: P447 | Quantity: 65 | TotalSales: $2662.13
Date: 2025-01-23 | ProductID: P627 | Quantity: 64 | TotalSales: $1925.11
Date: 2025-03-24 | ProductID: P255 | Quantity: 100 | TotalSales: $4046.61
Date: 2025-03-08 | ProductID: P197 | Quantity: 50 | TotalSales: $1923.64
Date: 2025-02-24 | ProductID: P663 | Quantity: 12 | TotalSales: $298.15
Date: 2025-01-11 | ProductID: P616 | Quantity: 56 | TotalSales: $1273.70
Date: 2025-02-01 | ProductID: P117 | Quantity: 33 | TotalSales: $1167.16
Date: 2025-02-13 | ProductID: P501 | Quantity: 7 | TotalSales: $156.03
Date: 2025-03-04 | ProductID: P293 | Quantity: 68 | TotalSales: $1432.09
Date: 2025-03-30 | ProductID: P315 | Quantity: 5 | TotalSales: $126.69
Date: 2025-03-30 | ProductID: P167 | Quantity: 42 | TotalSales: $1330.83
Date: 2025-01-11 | ProductID: P749 | Quantity: 59 | TotalSales: $2440.60
Date: 2025-01-17 | ProductID: P499 | Quantity: 1 | TotalSales: $30.86
Date: 2025-01-15 | ProductID: P924 | Quantity: 26 | TotalSales: $1153.96
Date: 2025-01-14 | ProductID: P547 | Quantity: 44 | TotalSales: $969.54
Date: 2025-02-22 | ProductID: P532 | Quantity: 16 | TotalSales: $239.83
Date: 2025-03-25 | ProductID: P440 | Quantity: 78 | TotalSales: $2901.49
Date: 2025-02-09 | ProductID: P329 | Quantity: 95 | TotalSales: $1920.74
Date: 2025-03-06 | ProductID: P771 | Quantity: 36 | TotalSales: $1122.68
Date: 2025-03-08 | ProductID: P323 | Quantity: 74 | TotalSales: $2624.92
Date: 2025-01-29 | ProductID: P924 | Quantity: 49 | TotalSales: $1791.94
Date: 2025-02-04 | ProductID: P208 | Quantity: 84 | TotalSales: $3663.57
Date: 2025-01-30 | ProductID: P279 | Quantity: 50 | TotalSales: $1199.01
Date: 2025-01-21 | ProductID: P286 | Quantity: 4 | TotalSales: $155.86
Date: 2025-01-09 | ProductID: P412 | Quantity: 38 | TotalSales: $642.47
Date: 2025-03-30 | ProductID: P162 | Quantity: 20 | TotalSales: $573.86
Date: 2025-02-13 | ProductID: P147 | Quantity: 29 | TotalSales: $1220.65
Date: 2025-02-24 | ProductID: P171 | Quantity: 98 | TotalSales: $3481.60
Date: 2025-01-16 | ProductID: P627 | Quantity: 73 | TotalSales: $1717.76
Date: 2025-03-18 | ProductID: P496 | Quantity: 97 | TotalSales: $4116.95
Date: 2025-01-20 | ProductID: P648 | Quantity: 21 | TotalSales: $321.38
Date: 2025-03-25 | ProductID: P521 | Quantity: 23 | TotalSales: $911.55
Date: 2025-02-11 | ProductID: P557 | Quantity: 80 | TotalSales: $2541.47
Date: 2025-02-26 | ProductID: P454 | Quantity: 80 | TotalSales: $1233.03
Date: 2025-03-25 | ProductID: P804 | Quantity: 59 | TotalSales: $2460.02
Date: 2025-02-09 | ProductID: P781 | Quantity: 40 | TotalSales: $1536.49
Date: 2025-02-10 | ProductID: P543 | Quantity: 45 | TotalSales: $931.24
Date: 2025-03-22 | ProductID: P457 | Quantity: 91 | TotalSales: $3345.04
Date: 2025-01-29 | ProductID: P262 | Quantity: 35 | TotalSales: $1107.65
Date: 2025-02-18 | ProductID: P538 | Quantity: 84 | TotalSales: $1454.04
Date: 2025-02-05 | ProductID: P454 | Quantity: 91 | TotalSales: $3486.27
Date: 2025-03-19 | ProductID: P565 | Quantity: 79 | TotalSales: $1377.60
Date: 2025-03-15 | ProductID: P965 | Quantity: 84 | TotalSales: $2417.02
Date: 2025-03-24 | ProductID: P183 | Quantity: 79 | TotalSales: $2262.37
Date: 2025-03-31 | ProductID: P535 | Quantity: 9 | TotalSales: $219.28
Date: 2025-01-23 | ProductID: P240 | Quantity: 70 | TotalSales: $1179.77
Date: 2025-02-01 | ProductID: P470 | Quantity: 11 | TotalSales: $438.01
Date: 2025-01-17 | ProductID: P689 | Quantity: 15 | TotalSales: $743.78
Date: 2025-03-22 | ProductID: P485 | Quantity: 28 | TotalSales: $1009.14
Date: 2025-02-08 | ProductID: P751 | Quantity: 5 | TotalSales: $123.83
Date: 2025-02-27 | ProductID: P501 | Quantity: 60 | TotalSales: $1763.94
Date: 2025-02-21 | ProductID: P786 | Quantity: 96 | TotalSales: $4770.12
Date: 2025-02-28 | ProductID: P768 | Quantity: 99 | TotalSales: $1623.92
Date: 2025-02-02 | ProductID: P846 | Quantity: 19 | TotalSales: $743.21
Date: 2025-01-21 | ProductID: P804 | Quantity: 47 | TotalSales: $819.51
Date: 2025-03-05 | ProductID: P525 | Quantity: 30 | TotalSales: $1472.55
Date: 2025-02-05 | ProductID: P165 | Quantity: 38 | TotalSales: $1284.60
Date: 2025-02-15 | ProductID: P813 | Quantity: 95 | TotalSales: $4540.73
Date: 2025-02-28 | ProductID: P980 | Quantity: 40 | TotalSales: $916.12
Date: 2025-02-11 | ProductID: P503 | Quantity: 78 | TotalSales: $2063.49
Date: 2025-02-07 | ProductID: P945 | Quantity: 55 | TotalSales: $741.93
Date: 2025-02-13 | ProductID: P901 | Quantity: 41 | TotalSales: $1396.11
Date: 2025-02-18 | ProductID: P294 | Quantity: 78 | TotalSales: $2261.64
Date: 2025-03-13 | ProductID: P262 | Quantity: 4 | TotalSales: $176.53
Date: 2025-03-26 | ProductID: P672 | Quantity: 14 | TotalSales: $323.91
Date: 2025-03-10 | ProductID: P789 | Quantity: 64 | TotalSales: $784.61
Date: 2025-03-01 | ProductID: P809 | Quantity: 68 | TotalSales: $3015.31
Date: 2025-03-13 | ProductID: P381 | Quantity: 20 | TotalSales: $304.31
Date: 2025-01-03 | ProductID: P638 | Quantity: 90 | TotalSales: $1953.03
Date: 2025-02-26 | ProductID: P814 | Quantity: 38 | TotalSales: $1372.11
Date: 2025-01-17 | ProductID: P136 | Quantity: 90 | TotalSales: $1406.76
Date: 2025-03-13 | ProductID: P798 | Quantity: 45 | TotalSales: $614.46
Date: 2025-01-13 | ProductID: P365 | Quantity: 83 | TotalSales: $3532.61
Date: 2025-01-15 | ProductID: P322 | Quantity: 97 | TotalSales: $1049.63
Date: 2025-01-18 | ProductID: P872 | Quantity: 50 | TotalSales: $618.75
Date: 2025-03-30 | ProductID: P965 | Quantity: 19 | TotalSales: $377.12
Date: 2025-01-27 | ProductID: P301 | Quantity: 89 | TotalSales: $1572.54
Date: 2025-03-06 | ProductID: P465 | Quantity: 12 | TotalSales: $421.05
Date: 2025-02-08 | ProductID: P933 | Quantity: 76 | TotalSales: $1568.25
